LineId,Device,IP,DateTime,TimeZone,Content,EventId,EventTemplate,ParameterList
46,Server,127.0.0.1,14/Mar/2020:16:01:05,+0100,"POST /wp-cron.php?doing_wp_cron=1584198065.4133770465850830078125 HTTP/1.1"" 200 198 ""http://example.com/wp-cron.php?doing_wp_cron=1584198065.4133770465850830078125"" ""WordPress/5.3.2; http://example.com",301e786a,"POST /<*>?doing_wp_cron=<*>.<*> HTTP/<*>.<*>"" <*> <*> ""http:<*>?doing_wp_cron=<*>.<*>"" ""WordPress/<*>.<*>.<*>; http:<*>","['wp-cron.php', '1584198065.4133770465850830078125', '1.1', '200 198', '//example.com/wp-cron.php', '1584198065.4133770465850830078125', '5', '3.2', '//example.com']"
47,Server,10.0.0.9,14/Mar/2020:16:01:05,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/index.php/category/uncategorized/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/index.php/category/uncategorized/""', '5.0', '64', '74.0', '20100101', '74.0']"
48,Server,10.0.0.9,14/Mar/2020:16:01:11,+0100,"GET /index.php/category/uncategorized/ HTTP/1.1"" 404 21756 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/category/uncategorized/', '1.1', '404', '21756 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
49,Server,10.0.0.6,14/Mar/2020:16:01:23,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 9010 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '9010 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
50,Server,10.0.0.6,14/Mar/2020:16:01:23,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
51,Server,10.0.0.9,14/Mar/2020:16:02:10,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/index.php/category/uncategorized/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/index.php/category/uncategorized/""', '5.0', '64', '74.0', '20100101', '74.0']"
52,Server,10.0.0.12,14/Mar/2020:16:02:22,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 9010 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '9010 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
53,Server,10.0.0.12,14/Mar/2020:16:02:22,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
54,Server,10.0.0.6,14/Mar/2020:16:02:44,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 9010 ""http://example.com/index.php/category/uncategorized/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '9010 ""http://example.com/index.php/category/uncategorized/""', '5.0', '64', '74.0', '20100101', '74.0']"
55,Server,10.0.0.6,14/Mar/2020:16:02:44,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
56,Server,10.0.0.12,14/Mar/2020:16:02:46,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8443 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8443 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
57,Server,10.0.0.6,14/Mar/2020:16:03:32,+0100,"POST /wp-comments-post.php HTTP/1.1"" 302 866 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",e2aa1865,"POST <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-comments-post.php', '1.1', '302', '866 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
58,Server,10.0.0.6,14/Mar/2020:16:03:32,+0100,"GET /index.php/2020/03/04/hello-world/?unapproved=3&moderation-hash=02615dc38e4b558398383cc20ca00439 HTTP/1.1"" 200 9138 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/04/hello-world/?unapproved=3&moderation-hash=02615dc38e4b558398383cc20ca00439', '1.1', '200', '9138 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '64', '74.0', '20100101', '74.0']"
59,Server,10.0.0.6,14/Mar/2020:16:03:32,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/?unapproved=3&moderation-hash=02615dc38e4b558398383cc20ca00439"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/?unapproved=3&moderation-hash=02615dc38e4b558398383cc20ca00439""', '5.0', '64', '74.0', '20100101', '74.0']"
60,Server,10.0.0.12,14/Mar/2020:16:03:34,+0100,"GET /wp-content/uploads/2020/03/test2.txt HTTP/1.1"" 200 326 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-content/uploads/2020/03/test2.txt', '1.1', '200', '326 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
61,Server,10.0.0.12,14/Mar/2020:16:04:13,+0100,"GET / HTTP/1.1"" 200 7632 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '7632 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '64', '74.0', '20100101', '74.0']"
62,Server,10.0.0.4,14/Mar/2020:16:04:34,+0100,"GET / HTTP/1.1"" 200 7632 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/', '1.1', '200', '7632 ""-""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
63,Server,10.0.0.4,14/Mar/2020:16:04:35,+0100,"GET /wp-content/themes/twentytwenty/style.css?ver=1.1 HTTP/1.1"" 200 22804 ""http://example.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/wp-content/themes/twentytwenty/style.css?ver=1.1', '1.1', '200', '22804 ""http://example.com/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
64,Server,10.0.0.4,14/Mar/2020:16:04:35,+0100,"GET /wp-content/themes/twentytwenty/assets/js/index.js?ver=1.1 HTTP/1.1"" 200 7016 ""http://example.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/wp-content/themes/twentytwenty/assets/js/index.js?ver=1.1', '1.1', '200', '7016 ""http://example.com/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
65,Server,10.0.0.4,14/Mar/2020:16:04:35,+0100,"GET /favicon.ico HTTP/1.1"" 404 489 ""http://example.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/favicon.ico', '1.1', '404', '489 ""http://example.com/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
66,Server,10.0.0.4,14/Mar/2020:16:04:37,+0100,"GET /wp-content/uploads/2020/03/test2.txt HTTP/1.1"" 200 293 ""http://example.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/wp-content/uploads/2020/03/test2.txt', '1.1', '200', '293 ""http://example.com/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
67,Server,10.0.0.4,14/Mar/2020:16:04:42,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8443 ""http://example.com/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8443 ""http://example.com/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
68,Server,10.0.0.4,14/Mar/2020:16:04:48,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 9010 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '9010 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
69,Server,10.0.0.4,14/Mar/2020:16:04:52,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8410 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8410 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
70,Server,10.0.0.4,14/Mar/2020:16:04:55,+0100,"GET /index.php/2020/03/04/hello-world/ HTTP/1.1"" 200 8977 ""http://example.com/index.php/2020/03/07/important-news/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/2020/03/04/hello-world/', '1.1', '200', '8977 ""http://example.com/index.php/2020/03/07/important-news/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
71,Server,10.0.0.4,14/Mar/2020:16:05:08,+0100,"GET /index.php/company-overview/ HTTP/1.1"" 200 6250 ""http://example.com/index.php/2020/03/04/hello-world/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/company-overview/', '1.1', '200', '6250 ""http://example.com/index.php/2020/03/04/hello-world/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
72,Server,10.0.0.4,14/Mar/2020:16:05:17,+0100,"GET /index.php/sample-page/ HTTP/1.1"" 200 6836 ""http://example.com/index.php/company-overview/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/sample-page/', '1.1', '200', '6836 ""http://example.com/index.php/company-overview/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
73,Server,10.0.0.12,14/Mar/2020:16:05:24,+0100,"GET /index.php/sample-page/ HTTP/1.1"" 200 6836 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/sample-page/', '1.1', '200', '6836 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
74,Server,10.0.0.9,14/Mar/2020:16:05:30,+0100,"GET /index.php/sample-page/ HTTP/1.1"" 200 6836 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/index.php/sample-page/', '1.1', '200', '6836 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
75,Server,10.0.0.4,14/Mar/2020:16:05:44,+0100,"GET /index.php/2020/03/07/important-news/ HTTP/1.1"" 200 8443 ""http://example.com/index.php/sample-page/"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.132 Safari/537.36",6ba08980,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (Windows NT <*>.<*>; Win64; x64) AppleWebKit/<*>.<*> (KHTML, like Gecko) Chrome<*> Safari/<*>.<*>","['/index.php/2020/03/07/important-news/', '1.1', '200', '8443 ""http://example.com/index.php/sample-page/""', '5.0', '10.0', '537.36', '/80.0.3987.132', '537.36']"
76,Server,127.0.0.1,14/Mar/2020:16:16:56,+0100,"GET / HTTP/1.1"" 200 9909 ""-"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/', '1.1', '200', '9909 ""-""', '5.0', '64', '74.0', '20100101', '74.0']"
77,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-includes/css/dashicons.min.css?ver=5.3.2 HTTP/1.1"" 200 28819 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/css/dashicons.min.css?ver=5.3.2', '1.1', '200', '28819 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
78,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-includes/css/admin-bar.min.css?ver=5.3.2 HTTP/1.1"" 200 4404 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/css/admin-bar.min.css?ver=5.3.2', '1.1', '200', '4404 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
79,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-includes/css/dist/block-library/style.min.css?ver=5.3.2 HTTP/1.1"" 200 6500 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/css/dist/block-library/style.min.css?ver=5.3.2', '1.1', '200', '6500 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
80,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-content/themes/twentytwenty/print.css?ver=1.1 HTTP/1.1"" 200 1344 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-content/themes/twentytwenty/print.css?ver=1.1', '1.1', '200', '1344 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
81,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-content/themes/twentytwenty/style.css?ver=1.1 HTTP/1.1"" 200 22804 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-content/themes/twentytwenty/style.css?ver=1.1', '1.1', '200', '22804 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
82,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-content/themes/twentytwenty/assets/js/index.js?ver=1.1 HTTP/1.1"" 200 7016 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-content/themes/twentytwenty/assets/js/index.js?ver=1.1', '1.1', '200', '7016 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
83,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-includes/js/wp-emoji-release.min.js?ver=5.3.2 HTTP/1.1"" 200 4977 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/wp-emoji-release.min.js?ver=5.3.2', '1.1', '200', '4977 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
84,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.1"" 200 1040 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/hoverintent-js.min.js?ver=2.2.1', '1.1', '200', '1040 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
85,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-includes/js/admin-bar.min.js?ver=5.3.2 HTTP/1.1"" 200 1849 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/admin-bar.min.js?ver=5.3.2', '1.1', '200', '1849 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
86,Server,127.0.0.1,14/Mar/2020:16:16:57,+0100,"GET /wp-includes/js/wp-embed.min.js?ver=5.3.2 HTTP/1.1"" 200 1089 ""http://example.com/"" ""Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0",20f25e8a,"GET <*> HTTP/<*>.<*>"" <*> <*> <*> ""Mozilla/<*>.<*> (X11; Ubuntu; Linux x86_<*>; rv:<*>.<*>) Gecko/<*> Firefox/<*>.<*>","['/wp-includes/js/wp-embed.min.js?ver=5.3.2', '1.1', '200', '1089 ""http://example.com/""', '5.0', '64', '74.0', '20100101', '74.0']"
